Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
T1F0R4,58,20202414,Homeobox domain-containing protein,Helobdella robusta (Californian leech),6412,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","chromatin remodeling, regulation of transcription by RNA polymerase II",Nucleus
A0A1S3IVA6,58,106167804,uncharacterized protein LOC106167804,Lingula unguis,7574,DNA binding,chromatin remodeling,Nucleus
A0A267E7J1,59,,Uncharacterized protein,Macrostomum lignano,282301,DNA binding,chromatin remodeling,Nucleus
A0A0N4WUK0,59,,Uncharacterized protein,Haemonchus placei (Barber's pole worm),6290,DNA binding,chromatin remodeling,Nucleus
A0A2A2LS96,59,,Uncharacterized protein,Diploscapter pachys,2018661,DNA binding,chromatin remodeling,Nucleus
A0A4V6A2Z1,59,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,DNA binding,chromatin remodeling,Nucleus
A0A0M3JWZ6,59,,Uncharacterized protein,Anisakis simplex (Herring worm),6269,DNA binding,chromatin remodeling,Nucleus
A0A0N4VLA8,59,,Uncharacterized protein,Enterobius vermicularis (Human pinworm),51028,DNA binding,chromatin remodeling,Nucleus
A0A6G0US70,59,,Uncharacterized protein,Halicephalobus sp. NKZ332,2598192,DNA binding,chromatin remodeling,Nucleus
A0A090MUW3,59,,Defective proventriculus,Strongyloides ratti (Parasitic roundworm),34506,"chaperone binding, DNA binding, enzyme binding, protein-containing complex binding","chromatin remodeling, embryo development ending in birth or egg hatching, mitochondrial unfolded protein response, regulation of innate immune response","Cytosol, Nucleus, Other locations"
H3EB47,59,,Dve-1,Pristionchus pacificus (Parasitic nematode),54126,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","chromatin remodeling, regulation of transcription by RNA polymerase II",Nucleus
A0A077YYT7,59,,Homeobox domain containing protein,Trichuris trichiura (Whipworm) (Trichocephalus trichiurus),36087,DNA binding,chromatin remodeling,Nucleus
A0A090L3V0,68,,Homeobox domain and Homeodomain-like-containing protein,Strongyloides ratti (Parasitic roundworm),34506,DNA binding,chromatin remodeling,Nucleus
A0A090L2W5,66,,Homeobox domain and Homeodomain-like-containing protein,Strongyloides ratti (Parasitic roundworm),34506,DNA binding,chromatin remodeling,Nucleus
A0A090L2A3,55,,Homeobox domain and Homeodomain-like-containing protein,Strongyloides ratti (Parasitic roundworm),34506,DNA binding,chromatin remodeling,Nucleus
E4Y206,57,,Uncharacterized protein,Oikopleura dioica (Tunicate),34765,DNA binding,nan,Nucleus
A0A4P9X3Y7,56,,Uncharacterized protein,Caulochytrium protostelioides,1555241,"DNA binding, metal ion binding",nan,Nucleus
C3ZIR0,44,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,DNA binding,"positive regulation of transcription by RNA polymerase II, regulation of gene expression",Nucleus
A0A0C3GGP9,55,,Homeobox domain-containing protein,Piloderma croceum (strain F 1598),765440,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
E4XKQ6,54,,Homeobox domain-containing protein,Oikopleura dioica (Tunicate),34765,DNA binding,nan,Nucleus
A0A090LFL2,57,,Homeobox domain and Homeodomain-like-containing protein,Strongyloides ratti (Parasitic roundworm),34506,DNA binding,nan,Nucleus
A0A1Y1Y1K5,42,,Uncharacterized protein,Basidiobolus meristosporus CBS 931.73,1314790,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2G9S3I9,50,,Homeobox domain-containing protein,Lithobates catesbeianus (American bullfrog) (Rana catesbeiana),8400,DNA binding,nan,"Nucleus, Other locations"
F4PCF2,50,18244486,Homeobox domain-containing protein,Batrachochytrium dendrobatidis (strain JAM81 / FGSC 10211) (Frog chytrid fungus),684364,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A067MWR5,50,,Homeobox domain-containing protein,Botryobasidium botryosum FD-172 SS1,930990,DNA binding,nan,Nucleus
A0A067N7T9,58,,Homeobox domain-containing protein,Botryobasidium botryosum FD-172 SS1,930990,DNA binding,nan,Nucleus
A0A1U7LR05,52,,Cleavage and polyadenylation factor complex subunit,Neolecta irregularis (strain DAH-3),1198029,DNA binding,nan,Nucleus
A0A137NSJ6,52,,Homeobox domain-containing protein,Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata),796925,DNA binding,nan,Nucleus
J9DB23,50,,Homeobox domain-containing protein,Edhazardia aedis (strain USNM 41457) (Microsporidian parasite),1003232,DNA binding,nan,Nucleus
A0A1X0QE46,58,,HD4,Hepatospora eriocheir,1081669,DNA binding,nan,Nucleus
A0A1X0QDU1,56,,HD4,Hepatospora eriocheir,1081669,DNA binding,nan,Nucleus
A0A0R0LZT7,55,,Homeobox protein HD-11,Pseudoloma neurophilia,146866,DNA binding,nan,Nucleus
R0KM55,54,,Homeobox protein HD-11,Nosema bombycis (strain CQ1 / CVCC 102059) (Microsporidian parasite) (Pebrine of silkworm),578461,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
Q8SWA6,53,858635,Homeobox protein HD-11,Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite),284813,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
R0MDS8,52,,Homeobox protein HD-11,Nosema bombycis (strain CQ1 / CVCC 102059) (Microsporidian parasite) (Pebrine of silkworm),578461,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1Y1S6I5,53,,HD4,Enterospora canceri,1081671,DNA binding,nan,Nucleus
A0A1Y1Y1K5,57,,Uncharacterized protein,Basidiobolus meristosporus CBS 931.73,1314790,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1D1VT65,55,,Uncharacterized protein,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,DNA binding,nan,Nucleus
A0A4P9ZN45,57,,Homeobox domain-containing protein,Dimargaris cristalligena,215637,DNA binding,nan,Nucleus
A0A4U5LYP4,57,,Homeobox domain-containing protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A267ERJ8,57,,Uncharacterized protein,Macrostomum lignano,282301,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
R1E317,55,17266779,Homeobox domain-containing protein,Emiliania huxleyi (Pontosphaera huxleyi),2903,DNA binding,nan,Nucleus
A0A4P9ZU34,49,,Homeobox domain-containing protein,Dimargaris cristalligena,215637,DNA binding,nan,Nucleus
A0A077ZWQ0,48,,Hox domain containing protein,Stylonychia lemnae (Ciliate),5949,DNA binding,nan,Nucleus
A0A077ZYG6,54,,Homeobox domain-containing protein,Stylonychia lemnae (Ciliate),5949,DNA binding,nan,Nucleus
A0A1R2B335,47,,Homeobox domain-containing protein,Stentor coeruleus,5963,DNA binding,nan,Nucleus
A0A1R2CBQ7,47,,Homeobox domain-containing protein,Stentor coeruleus,5963,DNA binding,nan,Nucleus
A0A1R2CIF9,47,,Homeobox domain-containing protein,Stentor coeruleus,5963,DNA binding,nan,Nucleus
A0A078A0C9,47,,Homeobox domain-containing protein,Stylonychia lemnae (Ciliate),5949,DNA binding,nan,Nucleus
A0A1R2BUD1,57,,Homeobox domain-containing protein,Stentor coeruleus,5963,DNA binding,nan,Nucleus
A0A1R2BD68,46,,Homeobox domain-containing protein,Stentor coeruleus,5963,DNA binding,nan,"Nucleus, Other locations"
A0A1R2CZ96,46,,Homeobox domain-containing protein,Stentor coeruleus,5963,DNA binding,nan,Nucleus
A0A078ADC9,49,,Homeobox domain-containing protein,Stylonychia lemnae (Ciliate),5949,DNA binding,nan,Nucleus
A0A077ZTJ9,55,,Homeobox domain-containing protein,Stylonychia lemnae (Ciliate),5949,DNA binding,nan,Nucleus
A0A078A747,47,,Homeobox domain-containing protein,Stylonychia lemnae (Ciliate),5949,DNA binding,nan,Nucleus
A0A078AI38,50,,Homeobox domain-containing protein,Stylonychia lemnae (Ciliate),5949,DNA binding,nan,Nucleus
A0A077ZQS8,52,,Hox domain containing protein,Stylonychia lemnae (Ciliate),5949,DNA binding,nan,Nucleus
A0A078B5Y2,45,,Homeobox domain-containing protein,Stylonychia lemnae (Ciliate),5949,DNA binding,nan,Nucleus
A0A077ZXX2,46,,Homeobox domain-containing protein,Stylonychia lemnae (Ciliate),5949,DNA binding,nan,Nucleus
A0A078AIL8,51,,Homeobox domain-containing protein,Stylonychia lemnae (Ciliate),5949,DNA binding,nan,Nucleus
A0A078AJF6,47,,Homeobox domain-containing protein,Stylonychia lemnae (Ciliate),5949,DNA binding,nan,Nucleus
A0A078BF74,42,,Homeobox domain-containing protein,Stylonychia lemnae (Ciliate),5949,DNA binding,nan,Nucleus
A0A078AB09,51,,Homeobox domain-containing protein,Stylonychia lemnae (Ciliate),5949,DNA binding,nan,Nucleus
A0A078BE23,48,,Homeobox domain-containing protein,Stylonychia lemnae (Ciliate),5949,DNA binding,nan,Nucleus
A0A077ZQ61,48,,Homeobox domain-containing protein,Stylonychia lemnae (Ciliate),5949,DNA binding,nan,Nucleus
A0A078AM64,47,,Homeobox domain-containing protein,Stylonychia lemnae (Ciliate),5949,DNA binding,nan,Nucleus
A0E845,57,5044644,Homeobox domain-containing protein,Paramecium tetraurelia,5888,DNA binding,nan,Nucleus
A0A0C2MBS6,56,,Homeobox protein Hox-D12,Thelohanellus kitauei (Myxosporean),669202,DNA binding,nan,Nucleus
A0A0V0XSC0,51,,Homeobox protein SIX5,Trichinella pseudospiralis (Parasitic roundworm),6337,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A077Z4W5,55,,Homeobox domain containing protein,Trichuris trichiura (Whipworm) (Trichocephalus trichiurus),36087,DNA binding,nan,Nucleus
A0A1Y1Z5J2,58,,Homeobox domain-containing protein,Basidiobolus meristosporus CBS 931.73,1314790,DNA binding,nan,Nucleus
O17102,53,173597,Homeobox domain-containing protein,Caenorhabditis elegans,6239,DNA binding,autophagy,Nucleus
A0A165DDP9,53,,Uncharacterized protein,Exidia glandulosa HHB12029,1314781,DNA binding,nan,Nucleus
A0A075B537,42,,Homeobox domain-containing protein,Rozella allomycis (strain CSF55),988480,DNA binding,nan,Nucleus
C3ZKJ2,42,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,DNA binding,nan,Nucleus
M0RB08,43,,Homeobox domain-containing protein,Rattus norvegicus (Rat),10116,transcription regulatory region sequence-specific DNA binding,"neuron development, regulation of transcription, DNA-templated",Nucleus
A0A423U0B5,57,,Uncharacterized protein,Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei),6689,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A5B7DRL2,57,,Zinc finger homeobox protein 4,Portunus trituberculatus (Swimming crab) (Neptunus trituberculatus),210409,DNA binding,nan,Nucleus
A0A4U5PED3,57,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,DNA binding,nan,Nucleus
A0A4V5ZX67,60,,Homeobox domain-containing protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,DNA binding,nan,Nucleus
A0A4U5MEP1,53,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
H3EG61,56,,Homeobox domain-containing protein,Pristionchus pacificus (Parasitic nematode),54126,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
Q9N2V1,52,190815,Homeobox domain-containing protein,Caenorhabditis elegans,6239,DNA binding,nan,Nucleus
Q557C9,61,8618913,Homeobox protein 5,Dictyostelium discoideum (Slime mold),44689,"calcium ion binding, DNA binding","box C/D snoRNP assembly, multicellular organism development",Nucleus
A7T5P9,57,,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
A0A2P6NKU8,48,,Homeobox domain-containing protein,Planoprotostelium fungivorum,1890364,DNA binding,nan,Nucleus
A0A2P6N8P1,41,,Homeobox domain-containing protein,Planoprotostelium fungivorum,1890364,DNA binding,nan,Nucleus
A0A2T7PR36,46,,Uncharacterized protein,Pomacea canaliculata (Golden apple snail),400727,DNA binding,nan,Nucleus
A0A2P6N1S9,43,,Homeobox domain-containing protein,Planoprotostelium fungivorum,1890364,DNA binding,nan,Nucleus
A0A1Y2I3L8,56,,Homeobox domain-containing protein,Catenaria anguillulae PL171,765915,DNA binding,nan,Nucleus
A0A1X7RBN4,58,,Homeobox domain-containing protein,Caenorhabditis elegans,6239,DNA binding,nan,Nucleus
A0A024TTS3,59,20086524,Uncharacterized protein,Aphanomyces invadans,157072,"DNA binding, metal ion binding",nan,Nucleus
A0A2P6NNP7,54,,Uncharacterized protein,Planoprotostelium fungivorum,1890364,"DNA binding, metal ion binding",nan,Nucleus
A0A482X0Y9,43,,Uncharacterized protein,Laodelphax striatellus (Small brown planthopper) (Delphax striatella),195883,DNA binding,nan,Nucleus
A0A1Y1Y1K5,47,,Uncharacterized protein,Basidiobolus meristosporus CBS 931.73,1314790,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A226DF10,51,,Homeobox expressed in ES cells 1-B,Folsomia candida (Springtail),158441,DNA binding,nan,Nucleus
C3Z1B2,53,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",regulation of transcription by RNA polymerase II,Nucleus
S4REF1,49,,Uncharacterized protein,Petromyzon marinus (Sea lamprey),7757,DNA binding,nan,Nucleus
A0A2Z7AME0,52,,Homeobox domain-containing protein,Dorcoceras hygrometricum,472368,DNA binding,nan,Nucleus
A0A178UCN6,49,830997,OCP3,Arabidopsis thaliana (Mouse-ear cress),3702,DNA binding,nan,Nucleus
I1JUE1,50,100784216,Homeobox domain-containing protein,Glycine max (Soybean) (Glycine hispida),3847,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",regulation of transcription by RNA polymerase II,Nucleus
S8E4D8,52,,Homeobox domain-containing protein,Genlisea aurea,192259,DNA binding,nan,Nucleus
A0A5P1FSM0,49,,Homeobox domain-containing protein,Asparagus officinalis (Garden asparagus),4686,DNA binding,nan,Nucleus
Q69XL0,49,4341453,Os06g0601000 protein,Oryza sativa subsp. japonica (Rice),39947,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",regulation of transcription by RNA polymerase II,Nucleus
D8QPI1,50,,Homeobox domain-containing protein,Selaginella moellendorffii (Spikemoss),88036,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",regulation of transcription by RNA polymerase II,Nucleus
A0A1Y1HKZ4,49,,Homeobox domain-containing protein,Klebsormidium nitens (Green alga) (Ulothrix nitens),105231,DNA binding,nan,Nucleus
V4AD50,51,20250658,Homeobox domain-containing protein,Lottia gigantea (Giant owl limpet),225164,DNA binding,nan,Nucleus
K8EC58,52,19017006,Homeobox domain-containing protein,Bathycoccus prasinos,41875,DNA binding,nan,Nucleus
C1E1Z1,53,8241760,Homeobox domain-containing protein,Micromonas commoda (strain RCC299 / NOUM17 / CCMP2709) (Picoplanktonic green alga),296587,DNA binding,nan,Nucleus
D8PRB7,49,9585030,Homeobox domain-containing protein,Schizophyllum commune (strain H4-8 / FGSC 9210) (Split gill fungus),578458,DNA binding,nan,Nucleus
A0A3Q0KF11,45,,(Dihydro)ceramide Synthase (LAG1),Schistosoma mansoni (Blood fluke),6183,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
E4XGQ0,50,,Uncharacterized protein,Oikopleura dioica (Tunicate),34765,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
