Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0A6J8A027,162,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J8CN86,162,,MRAS,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J8DH56,162,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J8EUA4,162,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J8EUB2,162,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",signal transduction,Other locations
A2DKH9,162,5464676,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
A2EQG9,162,4762977,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
A2FX13,162,4748248,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
A6H634,162,212539,"Gene model 266, (NCBI)",Mus musculus (Mouse),10090,"GDP binding, GTPase activity, GTP binding","negative regulation of cell migration, Rap protein signal transduction",Plasma Membrane
A7RH58,162,5521571,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GTPase activity, GTP binding",signal transduction,Other locations
A7RRV2,162,5517905,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
A7RWR9,162,,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GTPase activity, GTP binding",I-kappaB kinase/NF-kappaB signaling,nan
A7SAS1,162,5510786,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
A7SZN4,162,5501672,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
A8NXD0,162,6013689,Rheb small monomeric GTPase RhbA,Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) (Inky cap fungus) (Hormographiella aspergillata),240176,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A9V9R9,162,5894664,Predicted protein,Monosiga brevicollis (Choanoflagellate),81824,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
B1N354,162,6219578,"Ras-1, putative",Entamoeba histolytica,5759,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
B3DJU3,162,793942,Small monomeric GTPase,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"calmodulin binding, GDP binding, G protein activity, GTPase activity, GTP binding","embryonic viscerocranium morphogenesis, heart development, Ras protein signal transduction",Plasma Membrane
B3RPK3,162,6750699,Uncharacterized protein,Trichoplax adhaerens (Trichoplax reptans),10228,"GDP binding, GTPase activity, GTP binding","positive regulation of TOR signaling, small GTPase mediated signal transduction",Plasma Membrane
B3S851,162,6757586,Uncharacterized protein,Trichoplax adhaerens (Trichoplax reptans),10228,"calmodulin binding, GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
B4QHF1,162,6734704,GD25569,Drosophila simulans (Fruit fly),7240,"calmodulin binding, GTPase activity, GTP binding","response to heat, response to osmotic stress, response to oxidative stress, response to starvation, signal transduction",Other locations
B7QGT5,162,8041034,"RAS, putative",Ixodes scapularis (Black-legged tick) (Deer tick),6945,"GDP binding, GTPase activity, GTP binding, sphingomyelin phosphodiesterase activity",Ras protein signal transduction,Plasma Membrane
C3Y7L4,162,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
C3YXK2,162,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GDP binding, GTPase activity, GTP binding",small GTPase mediated signal transduction,Plasma Membrane
C4M8B0,162,3405467,Ras family GTPase,Entamoeba histolytica,5759,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
C4M8B7,162,3411321,Ras family GTPase,Entamoeba histolytica,5759,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
C4R235,162,8198295,GTP-binding protein of the ras superfamily required for bud site selection,Komagataella phaffii (strain GS115 / ATCC 20864) (Yeast) (Pichia pastoris),644223,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
D3Z8L7,162,361568,Ras-related protein R-Ras,Rattus norvegicus (Rat),10116,"GDP binding, GTPase activity, GTP binding, protein-containing complex binding","face morphogenesis, leukocyte differentiation, negative regulation of cell migration, positive regulation of angiogenesis, positive regulation of endothelial cell-matrix adhesion via fibronectin, positive regulation of endothelial cell migration, positive regulation of vasculogenesis, Ras protein signal transduction, regulation of ERK1 and ERK2 cascade, regulation of protein kinase B signaling",Plasma Membrane
D5G4S1,162,9188443,Uncharacterized protein,Tuber melanosporum (strain Mel28) (Perigord black truffle),656061,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
D6W709,162,659244,GTP-binding protein Rheb homolog-like Protein,Tribolium castaneum (Red flour beetle),7070,"GDP binding, GTPase activity, GTP binding","positive regulation of TOR signaling, small GTPase mediated signal transduction",Plasma Membrane
D6WG63,162,655342,Ras-like protein 3,Tribolium castaneum (Red flour beetle),7070,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
D6WMY2,162,657265,GTP-binding protein Rheb homolog-like Protein,Tribolium castaneum (Red flour beetle),7070,"GDP binding, GTPase activity, GTP binding",small GTPase mediated signal transduction,Plasma Membrane
D6X054,162,657283,Ras-related protein Ral-a-like Protein,Tribolium castaneum (Red flour beetle),7070,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
D8PRM1,162,9597833,Uncharacterized protein,Schizophyllum commune (strain H4-8 / FGSC 9210) (Split gill fungus),578458,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
E0V902,162,8233336,"GTP-binding protein rheb, putative",Pediculus humanus subsp. corporis (Body louse),121224,"GTPase activity, GTP binding, sphingomyelin phosphodiesterase activity",signal transduction,Other locations
E0VGY2,162,8240298,"Ras, putative",Pediculus humanus subsp. corporis (Body louse),121224,"GTPase activity, GTP binding, sphingomyelin phosphodiesterase activity",signal transduction,Other locations
E0VK42,162,8235218,"Ral, putative",Pediculus humanus subsp. corporis (Body louse),121224,"GTPase activity, GTP binding, sphingomyelin phosphodiesterase activity",signal transduction,Other locations
E0VTM1,162,8230288,Uncharacterized protein,Pediculus humanus subsp. corporis (Body louse),121224,"GTPase activity, GTP binding",signal transduction,Other locations
E3JYI5,162,10537321,Ras family protein,Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus),418459,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
E9G008,162,,Uncharacterized protein,Daphnia pulex (Water flea),6669,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
E9GRL7,162,,Uncharacterized protein Rheb,Daphnia pulex (Water flea),6669,"GDP binding, GTPase activity, GTP binding",small GTPase mediated signal transduction,Plasma Membrane
F1M2G3,162,502916,"RAS-like, estrogen-regulated, growth-inhibitor",Rattus norvegicus (Rat),10116,"GDP binding, GTPase activity, GTP binding","negative regulation of cell growth, negative regulation of cell population proliferation, Ras protein signal transduction, response to hormone","Cytosol, Nucleus, Plasma Membrane"
F2TXI6,162,16078865,Transforming protein ral,Salpingoeca rosetta (strain ATCC 50818 / BSB-021),946362,"GTPase activity, GTP binding",signal transduction,Other locations
F2U2N0,162,16077180,Uncharacterized protein,Salpingoeca rosetta (strain ATCC 50818 / BSB-021),946362,"GTPase activity, GTP binding",signal transduction,Other locations
F2UBE5,162,16073951,Ras protein,Salpingoeca rosetta (strain ATCC 50818 / BSB-021),946362,"GTPase activity, GTP binding",signal transduction,Other locations
F4P927,162,18237211,Uncharacterized protein,Batrachochytrium dendrobatidis (strain JAM81 / FGSC 10211) (Frog chytrid fungus),684364,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
G4VE67,162,8349672,Putative rap1 and,Schistosoma mansoni (Blood fluke),6183,"GTPase activity, GTP binding",Rap protein signal transduction,Other locations
G4VFV4,162,8348777,Putative rap1 and,Schistosoma mansoni (Blood fluke),6183,"GTPase activity, GTP binding",Rap protein signal transduction,Other locations
G5EBK8,162,174875,GTP binding protein,Caenorhabditis elegans,6239,"GDP binding, GTPase activity, GTP binding","parturition, Ras protein signal transduction, vulval development",Plasma Membrane
G5EGA7,162,175625,GTP binding protein,Caenorhabditis elegans,6239,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
G7E4F9,162,26263039,PRELI/MSF1 domain-containing protein,Mixia osmundae (strain CBS 9802 / IAM 14324 / JCM 22182 / KY 12970),764103,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
H2Y3H5,162,,Uncharacterized protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GDP binding, GTPase activity, GTP binding, MAP kinase kinase activity","cellular response to cAMP, chondrocyte intercalation involved in growth plate cartilage morphogenesis, heart development, negative regulation of synaptic vesicle exocytosis, Rap protein signal transduction",Plasma Membrane
I1EFX1,162,100632599,Uncharacterized protein,Amphimedon queenslandica (Sponge),400682,"GTPase activity, GTP binding",signal transduction,Other locations
J9K0X4,162,100165441,Uncharacterized protein,Acyrthosiphon pisum (Pea aphid),7029,"GTPase activity, GTP binding",signal transduction,Other locations
K1QB52,162,105325586,Ras-related protein Rap-1b,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"GTPase activity, GTP binding",signal transduction,Other locations
K1QQJ9,162,,GTP-binding protein Di-Ras2,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"GTPase activity, GTP binding",signal transduction,Other locations
K1QRD3,162,105337537,Ras-related and estrogen-regulated growth inhibitor,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"GTPase activity, GTP binding",signal transduction,Other locations
K5VVU8,162,18824244,Uncharacterized protein,Agaricus bisporus var. burnettii (strain JB137-S8 / ATCC MYA-4627 / FGSC 10392) (White button mushroom),597362,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
K5XB69,162,18828643,Uncharacterized protein,Agaricus bisporus var. burnettii (strain JB137-S8 / ATCC MYA-4627 / FGSC 10392) (White button mushroom),597362,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
L8GIB7,162,14912396,"Raslike protein rasG, putative",Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
L8GJ77,162,14913168,RAS protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
L8GJM6,162,14913341,Small Gprotein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",Rap protein signal transduction,Other locations
L8GMR5,162,14914483,Ras subfamily protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
L8GRA2,162,14916330,Ras subfamily protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
L8GVF2,162,14917709,Ras family protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
L8GVK4,162,14917698,"Raslike protein rasS, putative",Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
L8H8P6,162,14921716,"Raslike protein 1, putative",Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
L8HEM9,162,14924581,Ras family protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
L8HHY1,162,14925828,Rasrelated GTPase,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
M1UXT7,162,16998122,Small GTP-binding protein of Ras family,Cyanidioschyzon merolae (strain 10D) (Red alga),280699,"GTPase activity, GTP binding",signal transduction,"Chloroplast, Other locations"
M5G2W9,162,,Ras GTPase,Dacryopinax primogenitus (strain DJM 731) (Brown rot fungus),1858805,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
M5G8S2,162,,Ras-domain-containing protein,Dacryopinax primogenitus (strain DJM 731) (Brown rot fungus),1858805,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
M5GFZ1,162,,Ras-like protein,Dacryopinax primogenitus (strain DJM 731) (Brown rot fungus),1858805,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
M7NR98,162,19893977,Ras-like protein,Pneumocystis murina (strain B123) (Mouse pneumocystis pneumonia agent) (Pneumocystis carinii f. sp. muris),1069680,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
P03967,162,8629062,Ras-like protein rasD,Dictyostelium discoideum (Slime mold),44689,"GDP binding, G protein activity, GTPase activity, GTP binding","activation of MAPK activity, chemotaxis, mitotic cytokinesis, multicellular organism development, phototaxis, Ras protein signal transduction, response to bacterium, thermotaxis","Cytosol, Plasma Membrane, Other locations"
P08647,162,2542285,Ras-like protein 1,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812,"CTP binding, GDP binding, G protein activity, GTPase activity, GTP binding, protein serine/threonine kinase activator activity, UTP binding","Cdc42 protein signal transduction, conjugation with cellular fusion, establishment or maintenance of cell polarity regulating cell shape, positive regulation of conjugation with cellular fusion, positive regulation of mating projection assembly, positive regulation of pheromone response MAPK cascade, positive regulation of protein import into nucleus, protein localization to plasma membrane, Ras protein signal transduction, regulation of ascospore formation, signal transduction involved in positive regulation of conjugation with cellular fusion","Cytoskeleton, Cytosol, Nucleus, Plasma Membrane, Other locations"
P0CQ42,162,3253597,Ras-like protein,Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans),214684,"GDP binding, G protein activity, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
