Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0A6J7ZWY4,173,,CDC42,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6J7ZXP9,173,,RAC2,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6J8ATV8,173,,RAC1,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6J8ATY6,173,,RAC1,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A7SGJ3,173,,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
B3RJ81,173,6749699,Rac1 protein,Trichoplax adhaerens (Trichoplax reptans),10228,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
B3RJC3,173,6749721,Uncharacterized protein,Trichoplax adhaerens (Trichoplax reptans),10228,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
B3RJC4,173,6749722,Uncharacterized protein,Trichoplax adhaerens (Trichoplax reptans),10228,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
B3RPW9,173,6750765,Uncharacterized protein,Trichoplax adhaerens (Trichoplax reptans),10228,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
C3Z404,173,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cell migration, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
C4LTL7,173,3410500,Rho family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
C4LUT2,173,3410571,Rho family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
C4M292,173,3408125,Rho family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
C4M3R0,173,3407620,Rho family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, mitotic cytokinesis, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
C4M5Z7,173,3407299,Rho family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, mitotic cytokinesis, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
C4M9S3,173,3403799,Rho family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
C4MAS8,173,3403044,Rho family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
C4R3P3,173,8199428,"GTP-binding protein of the rho subfamily of Ras-like proteins, involved in establishment of cell pol",Komagataella phaffii (strain GS115 / ATCC 20864) (Yeast) (Pichia pastoris),644223,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
C8V919,173,,Uncharacterized protein,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),227321,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of actin cytoskeleton polarity, establishment or maintenance of cell polarity, negative regulation of glucose mediated signaling pathway, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of fungal-type cell wall (1->3)-alpha-glucan biosynthetic process, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
D3ZRB3,173,690130,RCG21806,Rattus norvegicus (Rat),10116,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cell migration, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
D4ADM8,173,293660,Ras homolog family member D,Rattus norvegicus (Rat),10116,"GTPase activity, GTP binding, protein kinase binding","actin filament bundle assembly, actin filament organization, cell migration, cortical cytoskeleton organization, establishment or maintenance of cell polarity, focal adhesion assembly, lamellipodium assembly, positive regulation of cell adhesion, positive regulation of cell migration, protein targeting, regulation of actin cytoskeleton organization, regulation of actin cytoskeleton reorganization, regulation of cell shape, regulation of focal adhesion assembly, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
D6W7P9,173,,Ras-like GTP-binding protein Rho1,Tribolium castaneum (Red flour beetle),7070,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cell migration, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
D8LIW3,173,,"RAC, RHO family GTPase",Ectocarpus siliculosus (Brown alga) (Conferva siliculosa),2880,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
E9C109,173,14901486,Guanine nucleotide-binding protein Rho,Capsaspora owczarzaki (strain ATCC 30864),595528,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
F0Y6L3,173,20227733,Uncharacterized protein,Aureococcus anophagefferens (Harmful bloom alga),44056,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
F4NZR6,173,18237141,Uncharacterized protein,Batrachochytrium dendrobatidis (strain JAM81 / FGSC 10211) (Frog chytrid fungus),684364,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
F6PNI9,173,,Uncharacterized protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cell projection assembly, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, motor neuron axon guidance, Rac protein signal transduction, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of neutrophil migration","Cytoskeleton, Plasma Membrane, Other locations"
G7DTH6,173,26264500,Uncharacterized protein,Mixia osmundae (strain CBS 9802 / IAM 14324 / JCM 22182 / KY 12970),764103,"G-protein beta-subunit binding, GTPase activity, GTP binding","actin cytoskeleton reorganization, budding cell bud growth, cellular bud neck septin ring organization, positive regulation of endocytosis, positive regulation of mitotic actomyosin contractile ring assembly, positive regulation of protein kinase C signaling, regulation of cell size, regulation of cell wall (1->3)-beta-D-glucan biosynthetic process, regulation of exocyst localization, regulation of fungal-type cell wall organization, regulation of secondary cell septum biogenesis, regulation of vacuole fusion, non-autophagic, small GTPase mediated signal transduction","Golgi apparatus, Peroxisome, Plasma Membrane, Vacuole, Other locations"
K1RDM5,173,105333108,Cdc42-like protein,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
L1I7I0,173,17288522,Uncharacterized protein,Guillardia theta (strain CCMP2712) (Cryptophyte),905079,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
L8GXJ5,173,14917525,"GTPase cRac1B, putative",Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
L8GZY0,173,14918497,"Rasrelated protein Rac1, putative",Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
L8H886,173,14922623,"Cell division control protein 42, putative",Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding","cell division, small GTPase mediated signal transduction",nan
L8HE18,173,14923564,"Rho family, small GTP binding protein Rac3, putative",Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding, protein domain specific binding, protein kinase binding","cell migration, chemotaxis, establishment of protein localization, mitotic cytokinesis, phosphatidylinositol 3-kinase signaling, positive regulation of actin filament polymerization, positive regulation of chemorepellent activity, positive regulation of vesicle transport along microtubule, small GTPase mediated signal transduction, vesicle transport along microtubule","Cytosol, Plasma Membrane, Other locations"
M7NN78,173,19895115,GTP-binding protein rhoA,Pneumocystis murina (strain B123) (Mouse pneumocystis pneumonia agent) (Pneumocystis carinii f. sp. muris),1069680,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
O00212,173,29984,Rho-related GTP-binding protein RhoD,Homo sapiens (Human),9606,"GTPase activity, GTP binding, protein kinase binding","actin filament bundle assembly, actin filament organization, cell migration, cortical cytoskeleton organization, establishment or maintenance of cell polarity, focal adhesion assembly, lamellipodium assembly, positive regulation of cell adhesion, positive regulation of cell migration, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of small GTPase mediated signal transduction, Rho protein signal transduction","Cytoskeleton, Cytosol, Endosome, Plasma Membrane, Other locations"
P34148,173,8622150,Rho-related protein racB,Dictyostelium discoideum (Slime mold),44689,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, actin filament polymerization, aggregation involved in sorocarp development, chemotaxis, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, mitotic cytokinesis, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
P34149,173,8629273,Rho-related protein racC,Dictyostelium discoideum (Slime mold),44689,"GTPase activity, GTP binding, protein domain specific binding, protein kinase binding","actin filament organization, cell migration, chemotaxis, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment of protein localization, establishment or maintenance of cell polarity, mitotic cytokinesis, phosphatidylinositol 3-kinase signaling, positive regulation of actin filament polymerization, positive regulation of chemorepellent activity, positive regulation of vesicle transport along microtubule, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction, vesicle transport along microtubule","Cytoskeleton, Cytosol, Plasma Membrane, Other locations"
P34150,173,8628519,Rho-related protein racD,Dictyostelium discoideum (Slime mold),44689,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, mitotic cytokinesis, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
